company,sector,priority,country_focus,target_roles,why_monitor,search_query_pt,search_query_en,ats_hint
CargoX,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",CargoX carreiras vagas dados engenharia de dados analytics,CargoX careers data engineer analytics Brazil,auto-detect
ClickBus,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",ClickBus carreiras vagas dados engenharia de dados analytics,ClickBus careers data engineer analytics Brazil,auto-detect
Cobli,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Cobli carreiras vagas dados engenharia de dados analytics,Cobli careers data engineer analytics Brazil,auto-detect
Correios,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Correios carreiras vagas dados engenharia de dados analytics,Correios careers data engineer analytics Brazil,auto-detect
Embraer,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Embraer carreiras vagas dados engenharia de dados analytics,Embraer careers data engineer analytics Brazil,auto-detect
Estapar,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Estapar carreiras vagas dados engenharia de dados analytics,Estapar careers data engineer analytics Brazil,auto-detect
Eu Entrego,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Eu Entrego carreiras vagas dados engenharia de dados analytics,Eu Entrego careers data engineer analytics Brazil,auto-detect
Frenet,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Frenet carreiras vagas dados engenharia de dados analytics,Frenet careers data engineer analytics Brazil,auto-detect
Fretadão,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Fretadão carreiras vagas dados engenharia de dados analytics,Fretadão careers data engineer analytics Brazil,auto-detect
Frete Rápido,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Frete Rápido carreiras vagas dados engenharia de dados analytics,Frete Rápido careers data engineer analytics Brazil,auto-detect
Frete.com,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Frete.com carreiras vagas dados engenharia de dados analytics,Frete.com careers data engineer analytics Brazil,auto-detect
Freto,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Freto carreiras vagas dados engenharia de dados analytics,Freto careers data engineer analytics Brazil,auto-detect
GOL Linhas Aéreas,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",GOL Linhas Aéreas carreiras vagas dados engenharia de dados analytics,GOL Linhas Aéreas careers data engineer analytics Brazil,auto-detect
Grupo SADA,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Grupo SADA carreiras vagas dados engenharia de dados analytics,Grupo SADA careers data engineer analytics Brazil,auto-detect
Hidrovias do Brasil,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Hidrovias do Brasil carreiras vagas dados engenharia de dados analytics,Hidrovias do Brasil careers data engineer analytics Brazil,auto-detect
Intelipost,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Intelipost carreiras vagas dados engenharia de dados analytics,Intelipost careers data engineer analytics Brazil,auto-detect
Jadlog,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Jadlog carreiras vagas dados engenharia de dados analytics,Jadlog careers data engineer analytics Brazil,auto-detect
JSL,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",JSL carreiras vagas dados engenharia de dados analytics,JSL careers data engineer analytics Brazil,auto-detect
Kangu,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Kangu carreiras vagas dados engenharia de dados analytics,Kangu careers data engineer analytics Brazil,auto-detect
Kovi,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Kovi carreiras vagas dados engenharia de dados analytics,Kovi careers data engineer analytics Brazil,auto-detect
Lalamove Brasil,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Lalamove Brasil carreiras vagas dados engenharia de dados analytics,Lalamove Brasil careers data engineer analytics Brazil,auto-detect
LATAM Brasil,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",LATAM Brasil carreiras vagas dados engenharia de dados analytics,LATAM Brasil careers data engineer analytics Brazil,auto-detect
Localiza,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Localiza carreiras vagas dados engenharia de dados analytics,Localiza careers data engineer analytics Brazil,auto-detect
Loggi,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Loggi carreiras vagas dados engenharia de dados analytics,Loggi careers data engineer analytics Brazil,auto-detect
Melhor Envio,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Melhor Envio carreiras vagas dados engenharia de dados analytics,Melhor Envio careers data engineer analytics Brazil,auto-detect
Moove,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Moove carreiras vagas dados engenharia de dados analytics,Moove careers data engineer analytics Brazil,auto-detect
Mottu,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Mottu carreiras vagas dados engenharia de dados analytics,Mottu careers data engineer analytics Brazil,auto-detect
Movida,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Movida carreiras vagas dados engenharia de dados analytics,Movida careers data engineer analytics Brazil,auto-detect
MRS Logística,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",MRS Logística carreiras vagas dados engenharia de dados analytics,MRS Logística careers data engineer analytics Brazil,auto-detect
nstech,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",nstech carreiras vagas dados engenharia de dados analytics,nstech careers data engineer analytics Brazil,auto-detect
Onfly,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Onfly carreiras vagas dados engenharia de dados analytics,Onfly careers data engineer analytics Brazil,auto-detect
Opentech,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Opentech carreiras vagas dados engenharia de dados analytics,Opentech careers data engineer analytics Brazil,auto-detect
Pamcard,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Pamcard carreiras vagas dados engenharia de dados analytics,Pamcard careers data engineer analytics Brazil,auto-detect
Repom,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Repom carreiras vagas dados engenharia de dados analytics,Repom careers data engineer analytics Brazil,auto-detect
Reserve,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Reserve carreiras vagas dados engenharia de dados analytics,Reserve careers data engineer analytics Brazil,auto-detect
RoutEasy,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",RoutEasy carreiras vagas dados engenharia de dados analytics,RoutEasy careers data engineer analytics Brazil,auto-detect
Rumo Logística,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Rumo Logística carreiras vagas dados engenharia de dados analytics,Rumo Logística careers data engineer analytics Brazil,auto-detect
Santos Brasil,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Santos Brasil carreiras vagas dados engenharia de dados analytics,Santos Brasil careers data engineer analytics Brazil,auto-detect
Sem Parar,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Sem Parar carreiras vagas dados engenharia de dados analytics,Sem Parar careers data engineer analytics Brazil,auto-detect
Sequoia Logística,"Logística, mobilidade, transporte e delivery",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Sequoia Logística carreiras vagas dados engenharia de dados analytics,Sequoia Logística careers data engineer analytics Brazil,auto-detect
